date_key,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend
20060421,2006-04-21,21,4,April,2,2006,Friday,0
20060422,2006-04-22,22,4,April,2,2006,Saturday,1
20060423,2006-04-23,23,4,April,2,2006,Sunday,1
20060424,2006-04-24,24,4,April,2,2006,Monday,0
20060425,2006-04-25,25,4,April,2,2006,Tuesday,0
20060426,2006-04-26,26,4,April,2,2006,Wednesday,0
20060427,2006-04-27,27,4,April,2,2006,Thursday,0
20060428,2006-04-28,28,4,April,2,2006,Friday,0
20060429,2006-04-29,29,4,April,2,2006,Saturday,1
20060430,2006-04-30,30,4,April,2,2006,Sunday,1
20060501,2006-05-01,1,5,May,2,2006,Monday,0
20060502,2006-05-02,2,5,May,2,2006,Tuesday,0
20060503,2006-05-03,3,5,May,2,2006,Wednesday,0
20060504,2006-05-04,4,5,May,2,2006,Thursday,0
20060505,2006-05-05,5,5,May,2,2006,Friday,0
20060506,2006-05-06,6,5,May,2,2006,Saturday,1
20060507,2006-05-07,7,5,May,2,2006,Sunday,1
20060508,2006-05-08,8,5,May,2,2006,Monday,0
20060509,2006-05-09,9,5,May,2,2006,Tuesday,0
20060510,2006-05-10,10,5,May,2,2006,Wednesday,0
20060511,2006-05-11,11,5,May,2,2006,Thursday,0
20060512,2006-05-12,12,5,May,2,2006,Friday,0
20060513,2006-05-13,13,5,May,2,2006,Saturday,1
20060514,2006-05-14,14,5,May,2,2006,Sunday,1
20060515,2006-05-15,15,5,May,2,2006,Monday,0
20060516,2006-05-16,16,5,May,2,2006,Tuesday,0
20060517,2006-05-17,17,5,May,2,2006,Wednesday,0
20060518,2006-05-18,18,5,May,2,2006,Thursday,0
20060519,2006-05-19,19,5,May,2,2006,Friday,0
20060520,2006-05-20,20,5,May,2,2006,Saturday,1
20060521,2006-05-21,21,5,May,2,2006,Sunday,1
20060522,2006-05-22,22,5,May,2,2006,Monday,0
20060523,2006-05-23,23,5,May,2,2006,Tuesday,0
20060524,2006-05-24,24,5,May,2,2006,Wednesday,0
20060525,2006-05-25,25,5,May,2,2006,Thursday,0
20060526,2006-05-26,26,5,May,2,2006,Friday,0
20060527,2006-05-27,27,5,May,2,2006,Saturday,1
20060528,2006-05-28,28,5,May,2,2006,Sunday,1
20060529,2006-05-29,29,5,May,2,2006,Monday,0
20060530,2006-05-30,30,5,May,2,2006,Tuesday,0
20060531,2006-05-31,31,5,May,2,2006,Wednesday,0
20060601,2006-06-01,1,6,June,2,2006,Thursday,0
20060602,2006-06-02,2,6,June,2,2006,Friday,0
20060603,2006-06-03,3,6,June,2,2006,Saturday,1
20060604,2006-06-04,4,6,June,2,2006,Sunday,1
20060605,2006-06-05,5,6,June,2,2006,Monday,0
20060606,2006-06-06,6,6,June,2,2006,Tuesday,0
20060607,2006-06-07,7,6,June,2,2006,Wednesday,0
20060608,2006-06-08,8,6,June,2,2006,Thursday,0
20060609,2006-06-09,9,6,June,2,2006,Friday,0
20060610,2006-06-10,10,6,June,2,2006,Saturday,1
20060611,2006-06-11,11,6,June,2,2006,Sunday,1
20060612,2006-06-12,12,6,June,2,2006,Monday,0
20060613,2006-06-13,13,6,June,2,2006,Tuesday,0
20060614,2006-06-14,14,6,June,2,2006,Wednesday,0
20060615,2006-06-15,15,6,June,2,2006,Thursday,0
20060616,2006-06-16,16,6,June,2,2006,Friday,0
20060617,2006-06-17,17,6,June,2,2006,Saturday,1
20060618,2006-06-18,18,6,June,2,2006,Sunday,1
20060619,2006-06-19,19,6,June,2,2006,Monday,0
20060620,2006-06-20,20,6,June,2,2006,Tuesday,0
20060621,2006-06-21,21,6,June,2,2006,Wednesday,0
20060622,2006-06-22,22,6,June,2,2006,Thursday,0
20060623,2006-06-23,23,6,June,2,2006,Friday,0
20060624,2006-06-24,24,6,June,2,2006,Saturday,1
20060625,2006-06-25,25,6,June,2,2006,Sunday,1
20060626,2006-06-26,26,6,June,2,2006,Monday,0
20060627,2006-06-27,27,6,June,2,2006,Tuesday,0
20060628,2006-06-28,28,6,June,2,2006,Wednesday,0
20060629,2006-06-29,29,6,June,2,2006,Thursday,0
20060630,2006-06-30,30,6,June,2,2006,Friday,0
20060701,2006-07-01,1,7,July,3,2006,Saturday,1
20060702,2006-07-02,2,7,July,3,2006,Sunday,1
20060703,2006-07-03,3,7,July,3,2006,Monday,0
20060704,2006-07-04,4,7,July,3,2006,Tuesday,0
20060705,2006-07-05,5,7,July,3,2006,Wednesday,0
20060706,2006-07-06,6,7,July,3,2006,Thursday,0
20060707,2006-07-07,7,7,July,3,2006,Friday,0
20060708,2006-07-08,8,7,July,3,2006,Saturday,1
20060709,2006-07-09,9,7,July,3,2006,Sunday,1
20060710,2006-07-10,10,7,July,3,2006,Monday,0
20060711,2006-07-11,11,7,July,3,2006,Tuesday,0
20060712,2006-07-12,12,7,July,3,2006,Wednesday,0
20060713,2006-07-13,13,7,July,3,2006,Thursday,0
20060714,2006-07-14,14,7,July,3,2006,Friday,0
20060715,2006-07-15,15,7,July,3,2006,Saturday,1
20060716,2006-07-16,16,7,July,3,2006,Sunday,1
20060717,2006-07-17,17,7,July,3,2006,Monday,0
20060718,2006-07-18,18,7,July,3,2006,Tuesday,0
20060719,2006-07-19,19,7,July,3,2006,Wednesday,0
20060720,2006-07-20,20,7,July,3,2006,Thursday,0
20060721,2006-07-21,21,7,July,3,2006,Friday,0
20060722,2006-07-22,22,7,July,3,2006,Saturday,1
20060723,2006-07-23,23,7,July,3,2006,Sunday,1
20060724,2006-07-24,24,7,July,3,2006,Monday,0
20060725,2006-07-25,25,7,July,3,2006,Tuesday,0
20060726,2006-07-26,26,7,July,3,2006,Wednesday,0
20060727,2006-07-27,27,7,July,3,2006,Thursday,0
20060728,2006-07-28,28,7,July,3,2006,Friday,0
20060729,2006-07-29,29,7,July,3,2006,Saturday,1
20060730,2006-07-30,30,7,July,3,2006,Sunday,1
20060731,2006-07-31,31,7,July,3,2006,Monday,0
20060801,2006-08-01,1,8,August,3,2006,Tuesday,0
20060802,2006-08-02,2,8,August,3,2006,Wednesday,0
20060803,2006-08-03,3,8,August,3,2006,Thursday,0
20060804,2006-08-04,4,8,August,3,2006,Friday,0
20060805,2006-08-05,5,8,August,3,2006,Saturday,1
20060806,2006-08-06,6,8,August,3,2006,Sunday,1
20060807,2006-08-07,7,8,August,3,2006,Monday,0
20060808,2006-08-08,8,8,August,3,2006,Tuesday,0
20060809,2006-08-09,9,8,August,3,2006,Wednesday,0
20060810,2006-08-10,10,8,August,3,2006,Thursday,0
20060811,2006-08-11,11,8,August,3,2006,Friday,0
20060812,2006-08-12,12,8,August,3,2006,Saturday,1
20060813,2006-08-13,13,8,August,3,2006,Sunday,1
20060814,2006-08-14,14,8,August,3,2006,Monday,0
20060815,2006-08-15,15,8,August,3,2006,Tuesday,0
20060816,2006-08-16,16,8,August,3,2006,Wednesday,0
20060817,2006-08-17,17,8,August,3,2006,Thursday,0
20060818,2006-08-18,18,8,August,3,2006,Friday,0
20060819,2006-08-19,19,8,August,3,2006,Saturday,1
20060820,2006-08-20,20,8,August,3,2006,Sunday,1
20060821,2006-08-21,21,8,August,3,2006,Monday,0
20060822,2006-08-22,22,8,August,3,2006,Tuesday,0
20060823,2006-08-23,23,8,August,3,2006,Wednesday,0
20060824,2006-08-24,24,8,August,3,2006,Thursday,0
20060825,2006-08-25,25,8,August,3,2006,Friday,0
20060826,2006-08-26,26,8,August,3,2006,Saturday,1
20060827,2006-08-27,27,8,August,3,2006,Sunday,1
20060828,2006-08-28,28,8,August,3,2006,Monday,0
20060829,2006-08-29,29,8,August,3,2006,Tuesday,0
20060830,2006-08-30,30,8,August,3,2006,Wednesday,0
20060831,2006-08-31,31,8,August,3,2006,Thursday,0
20060901,2006-09-01,1,9,September,3,2006,Friday,0
20060902,2006-09-02,2,9,September,3,2006,Saturday,1
20060903,2006-09-03,3,9,September,3,2006,Sunday,1
20060904,2006-09-04,4,9,September,3,2006,Monday,0
20060905,2006-09-05,5,9,September,3,2006,Tuesday,0
20060906,2006-09-06,6,9,September,3,2006,Wednesday,0
20060907,2006-09-07,7,9,September,3,2006,Thursday,0
20060908,2006-09-08,8,9,September,3,2006,Friday,0
20060909,2006-09-09,9,9,September,3,2006,Saturday,1
20060910,2006-09-10,10,9,September,3,2006,Sunday,1
20060911,2006-09-11,11,9,September,3,2006,Monday,0
20060912,2006-09-12,12,9,September,3,2006,Tuesday,0
20060913,2006-09-13,13,9,September,3,2006,Wednesday,0
20060914,2006-09-14,14,9,September,3,2006,Thursday,0
20060915,2006-09-15,15,9,September,3,2006,Friday,0
20060916,2006-09-16,16,9,September,3,2006,Saturday,1
20060917,2006-09-17,17,9,September,3,2006,Sunday,1
20060918,2006-09-18,18,9,September,3,2006,Monday,0
20060919,2006-09-19,19,9,September,3,2006,Tuesday,0
20060920,2006-09-20,20,9,September,3,2006,Wednesday,0
20060921,2006-09-21,21,9,September,3,2006,Thursday,0
20060922,2006-09-22,22,9,September,3,2006,Friday,0
20060923,2006-09-23,23,9,September,3,2006,Saturday,1
20060924,2006-09-24,24,9,September,3,2006,Sunday,1
20060925,2006-09-25,25,9,September,3,2006,Monday,0
20060926,2006-09-26,26,9,September,3,2006,Tuesday,0
20060927,2006-09-27,27,9,September,3,2006,Wednesday,0
20060928,2006-09-28,28,9,September,3,2006,Thursday,0
20060929,2006-09-29,29,9,September,3,2006,Friday,0
20060930,2006-09-30,30,9,September,3,2006,Saturday,1
20061001,2006-10-01,1,10,October,4,2006,Sunday,1
20061002,2006-10-02,2,10,October,4,2006,Monday,0
20061003,2006-10-03,3,10,October,4,2006,Tuesday,0
20061004,2006-10-04,4,10,October,4,2006,Wednesday,0
20061005,2006-10-05,5,10,October,4,2006,Thursday,0
20061006,2006-10-06,6,10,October,4,2006,Friday,0
20061007,2006-10-07,7,10,October,4,2006,Saturday,1
20061008,2006-10-08,8,10,October,4,2006,Sunday,1
20061009,2006-10-09,9,10,October,4,2006,Monday,0
20061010,2006-10-10,10,10,October,4,2006,Tuesday,0
20061011,2006-10-11,11,10,October,4,2006,Wednesday,0
20061012,2006-10-12,12,10,October,4,2006,Thursday,0
20061013,2006-10-13,13,10,October,4,2006,Friday,0
20061014,2006-10-14,14,10,October,4,2006,Saturday,1
20061015,2006-10-15,15,10,October,4,2006,Sunday,1
20061016,2006-10-16,16,10,October,4,2006,Monday,0
20061017,2006-10-17,17,10,October,4,2006,Tuesday,0
20061018,2006-10-18,18,10,October,4,2006,Wednesday,0
20061019,2006-10-19,19,10,October,4,2006,Thursday,0
20061020,2006-10-20,20,10,October,4,2006,Friday,0
20061021,2006-10-21,21,10,October,4,2006,Saturday,1
20061022,2006-10-22,22,10,October,4,2006,Sunday,1
20061023,2006-10-23,23,10,October,4,2006,Monday,0
20061024,2006-10-24,24,10,October,4,2006,Tuesday,0
20061025,2006-10-25,25,10,October,4,2006,Wednesday,0
20061026,2006-10-26,26,10,October,4,2006,Thursday,0
20061027,2006-10-27,27,10,October,4,2006,Friday,0
20061028,2006-10-28,28,10,October,4,2006,Saturday,1
20061029,2006-10-29,29,10,October,4,2006,Sunday,1
20061030,2006-10-30,30,10,October,4,2006,Monday,0
20061031,2006-10-31,31,10,October,4,2006,Tuesday,0
20061101,2006-11-01,1,11,November,4,2006,Wednesday,0
20061102,2006-11-02,2,11,November,4,2006,Thursday,0
20061103,2006-11-03,3,11,November,4,2006,Friday,0
20061104,2006-11-04,4,11,November,4,2006,Saturday,1
20061105,2006-11-05,5,11,November,4,2006,Sunday,1
20061106,2006-11-06,6,11,November,4,2006,Monday,0
20061107,2006-11-07,7,11,November,4,2006,Tuesday,0
20061108,2006-11-08,8,11,November,4,2006,Wednesday,0
20061109,2006-11-09,9,11,November,4,2006,Thursday,0
20061110,2006-11-10,10,11,November,4,2006,Friday,0
20061111,2006-11-11,11,11,November,4,2006,Saturday,1
20061112,2006-11-12,12,11,November,4,2006,Sunday,1
20061113,2006-11-13,13,11,November,4,2006,Monday,0
20061114,2006-11-14,14,11,November,4,2006,Tuesday,0
20061115,2006-11-15,15,11,November,4,2006,Wednesday,0
20061116,2006-11-16,16,11,November,4,2006,Thursday,0
20061117,2006-11-17,17,11,November,4,2006,Friday,0
20061118,2006-11-18,18,11,November,4,2006,Saturday,1
20061119,2006-11-19,19,11,November,4,2006,Sunday,1
20061120,2006-11-20,20,11,November,4,2006,Monday,0
20061121,2006-11-21,21,11,November,4,2006,Tuesday,0
20061122,2006-11-22,22,11,November,4,2006,Wednesday,0
20061123,2006-11-23,23,11,November,4,2006,Thursday,0
20061124,2006-11-24,24,11,November,4,2006,Friday,0
20061125,2006-11-25,25,11,November,4,2006,Saturday,1
20061126,2006-11-26,26,11,November,4,2006,Sunday,1
20061127,2006-11-27,27,11,November,4,2006,Monday,0
20061128,2006-11-28,28,11,November,4,2006,Tuesday,0
20061129,2006-11-29,29,11,November,4,2006,Wednesday,0
20061130,2006-11-30,30,11,November,4,2006,Thursday,0
20061201,2006-12-01,1,12,December,4,2006,Friday,0
20061202,2006-12-02,2,12,December,4,2006,Saturday,1
20061203,2006-12-03,3,12,December,4,2006,Sunday,1
20061204,2006-12-04,4,12,December,4,2006,Monday,0
20061205,2006-12-05,5,12,December,4,2006,Tuesday,0
20061206,2006-12-06,6,12,December,4,2006,Wednesday,0
20061207,2006-12-07,7,12,December,4,2006,Thursday,0
20061208,2006-12-08,8,12,December,4,2006,Friday,0
20061209,2006-12-09,9,12,December,4,2006,Saturday,1
20061210,2006-12-10,10,12,December,4,2006,Sunday,1
20061211,2006-12-11,11,12,December,4,2006,Monday,0
20061212,2006-12-12,12,12,December,4,2006,Tuesday,0
20061213,2006-12-13,13,12,December,4,2006,Wednesday,0
20061214,2006-12-14,14,12,December,4,2006,Thursday,0
20061215,2006-12-15,15,12,December,4,2006,Friday,0
20061216,2006-12-16,16,12,December,4,2006,Saturday,1
20061217,2006-12-17,17,12,December,4,2006,Sunday,1
20061218,2006-12-18,18,12,December,4,2006,Monday,0
20061219,2006-12-19,19,12,December,4,2006,Tuesday,0
20061220,2006-12-20,20,12,December,4,2006,Wednesday,0
20061221,2006-12-21,21,12,December,4,2006,Thursday,0
20061222,2006-12-22,22,12,December,4,2006,Friday,0
20061223,2006-12-23,23,12,December,4,2006,Saturday,1
20061224,2006-12-24,24,12,December,4,2006,Sunday,1
20061225,2006-12-25,25,12,December,4,2006,Monday,0
20061226,2006-12-26,26,12,December,4,2006,Tuesday,0
20061227,2006-12-27,27,12,December,4,2006,Wednesday,0
20061228,2006-12-28,28,12,December,4,2006,Thursday,0
20061229,2006-12-29,29,12,December,4,2006,Friday,0
20061230,2006-12-30,30,12,December,4,2006,Saturday,1
20061231,2006-12-31,31,12,December,4,2006,Sunday,1
